
1516601505.41(u'Dakshin Dinajpur', u'F'),694
(u'Thiruvananthapuram', u'F'),1371
(u'Cooch Behar', u'F'),1133
(u'Hyderabad', u'F'),2192
(u'East Singhbhum', u'F'),827
(u'Rae Bareli', u'F'),1151
(u'Sukma', u'F'),58
(u'Lucknow', u'F'),3846
(u'Jalpaiguri', u'F'),2003
(u'Mamit', u'F'),233
1516601526.62
