
10.2093849182
(u'Bengaluru', u'F'),9514
(u'East Khasi Hills', u'F'),7454
(u'Pune', u'F'),6475
(u'East Champaran', u'F'),6311
(u'North 24 Parganas', u'F'),6068
(u'Jaipur', u'F'),6046
(u'Ahmedabad', u'F'),5546
(u'South 24 Parganas', u'F'),4861
(u'Srinagar', u'F'),4820
(u'Siwan', u'F'),4580
