(u'Bundi', u'M'),546
(u'Burhanpur', u'M'),366
(u'Barnala', u'M'),225
(u'Boudh', u'M'),210
(u'Ariyalur', u'M'),361
(u'Uttar Dinajpur', u'M'),1290
(u'SAS Nagar (Mohali)', u'M'),758
(u'West Tripura', u'M'),315
(u'Rajouri', u'M'),1046
(u'Mamit', u'M'),238
1516601674.78
