Dakshin Dinajpur,694
Thiruvananthapuram,1371
Cooch Behar,1133
Hyderabad,2192
East Singhbhum,827
Rae Bareli,1151
Sukma,58
Lucknow,3846
Jalpaiguri,2003
Mamit,233
